Transaction ID,Date,Category,Product,Quantity,Price,Revenue,Region,Payment Method
10326,2025-09-25,Home Appliances,Air Purifier,3,1797.32,5391.96,South America,UPI
10327,2025-05-02,Sports,Tennis Racket,1,612.03,612.03,North America,Debit Card
10328,2025-04-13,Beauty Products,Face Wash,3,1253.88,3761.64,North America,Credit Card
10329,2026-03-07,Electronics,MacBook Air,2,131.94,263.88,Africa,UPI
10330,2026-03-14,Electronics,Dell Laptop,3,1124.84,3374.52,Europe,Debit Card
10331,2025-05-24,Electronics,Samsung Galaxy S23,3,899.87,2699.61,North America,PayPal
10332,2025-07-21,Home Appliances,Air Purifier,5,1120.16,5600.8,North America,Debit Card
10333,2025-07-19,Sports,Tennis Racket,1,46.5,46.5,Europe,Debit Card
10334,2025-12-30,Sports,Cricket Bat,5,1507.59,7537.95,Europe,Credit Card
10335,2026-03-15,Beauty Products,Shampoo,2,1388.65,2777.3,South America,Credit Card
10336,2025-09-16,Clothing,Adidas Shoes,1,1740.58,1740.58,Africa,PayPal
10337,2025-10-30,Home Appliances,Vacuum Cleaner,4,1204.81,4819.24,Africa,Debit Card
10338,2025-08-20,Beauty Products,Lipstick,3,507.14,1521.42,Asia,Debit Card
10339,2025-06-26,Clothing,Nike T-shirt,5,940.39,4701.95,Europe,PayPal
10340,2025-12-29,Beauty Products,Face Wash,5,923.52,4617.6,South America,Credit Card
10341,2025-04-14,Home Appliances,Air Purifier,3,1764.61,5293.83,Asia,Credit Card
10342,2025-12-03,Beauty Products,Moisturizer,4,1232.73,4930.92,Asia,Credit Card
10343,2026-02-23,Clothing,Levi's Jeans,1,181.04,181.04,Africa,UPI
10344,2025-09-14,Clothing,Levi's Jeans,2,270.66,541.32,Europe,PayPal
10345,2025-08-23,Books,Rich Dad Poor Dad,5,1205.88,6029.4,Asia,Debit Card
10346,2025-08-10,Books,Rich Dad Poor Dad,2,1137.25,2274.5,Africa,UPI
10347,2025-09-25,Electronics,Samsung Galaxy S23,1,502.78,502.78,Asia,PayPal
10348,2026-04-03,Books,The Alchemist,4,1175.69,4702.76,Asia,Credit Card
10349,2026-02-16,Electronics,Samsung Galaxy S23,5,33.62,168.1,Europe,Debit Card
10350,2025-11-30,Home Appliances,Refrigerator,5,1960.52,9802.6,North America,Debit Card
10351,2025-05-20,Clothing,Nike T-shirt,1,246.39,246.39,Asia,Net Banking
10352,2025-06-27,Beauty Products,Lipstick,3,471.68,1415.04,North America,Debit Card
10353,2025-09-19,Books,Rich Dad Poor Dad,2,1366.7,2733.4,Europe,PayPal
10354,2026-03-21,Sports,Cricket Bat,1,1028.1,1028.1,North America,UPI
10355,2025-04-08,Electronics,Sony Headphones,5,854.67,4273.35,Asia,Credit Card
10356,2025-12-19,Clothing,Levi's Jeans,2,627.89,1255.78,Europe,Net Banking
10357,2026-01-18,Electronics,MacBook Air,4,787.26,3149.04,Africa,Net Banking
10358,2025-10-01,Clothing,Levi's Jeans,2,1331.15,2662.3,Europe,Net Banking
10359,2025-06-07,Beauty Products,Face Wash,4,1225.93,4903.72,Africa,Net Banking
10360,2025-05-01,Clothing,Levi's Jeans,1,1609.27,1609.27,North America,Credit Card
10361,2025-09-05,Electronics,Dell Laptop,1,1237.64,1237.64,Europe,UPI
10362,2025-08-29,Home Appliances,Air Purifier,5,132.12,660.6,Europe,UPI
10363,2025-07-24,Clothing,Nike T-shirt,2,1971.17,3942.34,North America,Credit Card
10364,2025-11-17,Beauty Products,Shampoo,3,732.28,2196.84,South America,Net Banking
10365,2026-03-09,Electronics,iPhone 14,3,827.7,2483.1,Asia,PayPal
10366,2026-01-15,Home Appliances,Refrigerator,4,566.64,2266.56,Europe,UPI
10367,2025-08-18,Clothing,Levi's Jeans,3,637.1,1911.3,South America,PayPal
10368,2025-12-23,Clothing,Jacket,1,1502.11,1502.11,Africa,Net Banking
10369,2025-06-23,Home Appliances,Refrigerator,2,293.86,587.72,Europe,Credit Card
10370,2026-04-06,Electronics,Dell Laptop,3,181.4,544.2,North America,UPI
10371,2025-09-20,Books,Atomic Habits,5,968.06,4840.3,North America,UPI
10372,2025-12-17,Books,The Alchemist,1,238.74,238.74,North America,UPI
10373,2025-09-26,Home Appliances,Air Purifier,5,641.99,3209.95,Africa,Net Banking
10374,2026-01-03,Beauty Products,Perfume,3,597.21,1791.63,Africa,Net Banking
10375,2025-06-21,Books,Atomic Habits,1,970.74,970.74,Europe,Debit Card
10376,2025-07-23,Sports,Tennis Racket,3,458.95,1376.85,Asia,Net Banking
10377,2026-04-06,Clothing,Sweater,2,200.3,400.6,Africa,PayPal
10378,2026-01-02,Beauty Products,Moisturizer,5,1718.89,8594.45,Europe,Net Banking
10379,2025-07-05,Clothing,Levi's Jeans,5,564.88,2824.4,Asia,Credit Card
10380,2026-03-12,Electronics,Samsung Galaxy S23,3,139.69,419.07,Asia,Credit Card
10381,2025-10-22,Sports,Yoga Mat,1,649.49,649.49,South America,PayPal
10382,2025-07-01,Books,Atomic Habits,1,1356.62,1356.62,Europe,PayPal
10383,2025-10-19,Home Appliances,Refrigerator,4,618.33,2473.32,Asia,Debit Card
10384,2025-09-08,Beauty Products,Face Wash,2,1715.56,3431.12,Africa,PayPal
10385,2026-01-14,Sports,Yoga Mat,2,1415.8,2831.6,Europe,Credit Card
10386,2025-09-13,Electronics,Samsung Galaxy S23,4,1832.29,7329.16,North America,Credit Card
10387,2025-04-25,Home Appliances,Air Purifier,3,1989.86,5969.58,Asia,UPI
10388,2025-12-24,Books,Rich Dad Poor Dad,3,95.7,287.1,Asia,Debit Card
10389,2025-07-11,Clothing,Nike T-shirt,5,190.27,951.35,Europe,Net Banking
10390,2025-07-21,Books,The Alchemist,2,1224.98,2449.96,Europe,PayPal
10391,2025-08-06,Beauty Products,Lipstick,4,1890.52,7562.08,Asia,UPI
10392,2025-12-10,Sports,Tennis Racket,2,899.02,1798.04,Africa,Debit Card
10393,2026-03-27,Home Appliances,Refrigerator,3,281.99,845.97,South America,PayPal
10394,2025-11-12,Beauty Products,Shampoo,3,1704.34,5113.02,Asia,Credit Card
10395,2025-05-16,Home Appliances,Air Purifier,1,911.03,911.03,Europe,Debit Card
10396,2026-01-18,Electronics,MacBook Air,4,993.8,3975.2,Africa,Debit Card
10397,2025-11-18,Beauty Products,Face Wash,5,1245.02,6225.1,Africa,Credit Card
10398,2025-11-23,Electronics,Samsung Galaxy S23,3,435.66,1306.98,Asia,Net Banking
10399,2026-04-01,Home Appliances,Air Purifier,5,1122.95,5614.75,Asia,Net Banking
10400,2026-02-24,Clothing,Sweater,2,548.6,1097.2,South America,Net Banking
10401,2025-07-19,Clothing,Sweater,4,1907.89,7631.56,South America,UPI
10402,2025-07-30,Sports,Cricket Bat,4,872.49,3489.96,South America,Net Banking
10403,2025-12-20,Electronics,Sony Headphones,2,961.1,1922.2,North America,UPI
10404,2026-03-13,Books,Rich Dad Poor Dad,5,887.14,4435.7,Asia,UPI
10405,2025-09-18,Clothing,Adidas Shoes,5,1581.31,7906.55,Asia,UPI
10406,2025-07-16,Clothing,Jacket,3,1086.46,3259.38,North America,UPI
10407,2025-04-11,Electronics,Sony Headphones,3,354.03,1062.09,Europe,Net Banking
10408,2025-06-19,Home Appliances,Refrigerator,2,969.66,1939.32,Europe,Debit Card
10409,2025-10-16,Sports,Basketball,1,446.93,446.93,South America,Net Banking
10410,2025-09-10,Beauty Products,Lipstick,4,1483.3,5933.2,North America,Net Banking
10411,2026-02-20,Electronics,Sony Headphones,4,1705.89,6823.56,Africa,PayPal
10412,2025-09-14,Sports,Tennis Racket,4,424.98,1699.92,Asia,PayPal
10413,2025-05-07,Books,Deep Work,2,1161.45,2322.9,Africa,PayPal
10414,2026-01-04,Home Appliances,Washing Machine,5,34.65,173.25,Europe,Debit Card
10415,2025-12-09,Books,The Alchemist,2,1152.75,2305.5,Europe,UPI
10416,2026-03-27,Beauty Products,Face Wash,1,1119.81,1119.81,Asia,Net Banking
10417,2025-04-28,Home Appliances,Vacuum Cleaner,1,477.45,477.45,North America,PayPal
10418,2025-08-29,Home Appliances,Washing Machine,3,1155.66,3466.98,Europe,Net Banking
10419,2025-08-04,Sports,Basketball,1,102.29,102.29,North America,PayPal
10420,2025-12-27,Sports,Cricket Bat,3,559.84,1679.52,Europe,Credit Card
10421,2025-12-05,Electronics,Sony Headphones,4,1979.0,7916.0,Africa,UPI
10422,2025-11-30,Sports,Tennis Racket,3,1638.92,4916.76,South America,PayPal
10423,2025-12-31,Sports,Cricket Bat,2,219.09,438.18,Africa,Net Banking
10424,2025-10-21,Sports,Basketball,4,861.71,3446.84,Asia,Credit Card
10425,2025-11-30,Sports,Yoga Mat,4,801.28,3205.12,Europe,Debit Card
10426,2026-02-01,Sports,Cricket Bat,5,1620.2,8101.0,North America,UPI
10427,2026-01-26,Sports,Basketball,4,1126.57,4506.28,Africa,Net Banking
10428,2025-09-05,Clothing,Nike T-shirt,4,1589.29,6357.16,Europe,Net Banking
10429,2025-07-06,Sports,Yoga Mat,4,331.5,1326.0,South America,Credit Card
10430,2025-06-19,Electronics,iPhone 14,5,1889.01,9445.05,Africa,UPI
10431,2025-12-01,Electronics,iPhone 14,2,451.25,902.5,Asia,Net Banking
10432,2025-12-04,Beauty Products,Lipstick,3,1227.76,3683.28,Europe,Credit Card
10433,2025-05-20,Sports,Cricket Bat,4,11.34,45.36,Asia,Credit Card
10434,2026-02-01,Electronics,Sony Headphones,4,332.75,1331.0,Europe,Credit Card
10435,2025-07-28,Sports,Cricket Bat,5,728.01,3640.05,Africa,Debit Card
10436,2025-09-21,Beauty Products,Shampoo,1,268.69,268.69,Asia,UPI
10437,2026-02-20,Home Appliances,Refrigerator,2,183.08,366.16,Africa,PayPal
10438,2025-12-22,Books,Harry Potter,4,1307.22,5228.88,Asia,UPI
10439,2026-03-03,Home Appliances,Washing Machine,5,63.82,319.1,North America,UPI
10440,2026-01-29,Clothing,Jacket,2,530.08,1060.16,South America,Credit Card
10441,2025-09-25,Electronics,MacBook Air,5,1382.85,6914.25,Asia,UPI
10442,2025-10-24,Beauty Products,Face Wash,1,600.89,600.89,Asia,Debit Card
10443,2026-03-15,Home Appliances,Vacuum Cleaner,1,1138.21,1138.21,Europe,Net Banking
10444,2025-09-21,Home Appliances,Refrigerator,4,108.34,433.36,Europe,UPI
10445,2025-05-29,Clothing,Adidas Shoes,4,1544.63,6178.52,Europe,Debit Card
10446,2025-04-10,Beauty Products,Lipstick,5,125.63,628.15,Asia,Net Banking
10447,2025-12-18,Electronics,iPhone 14,3,1610.56,4831.68,Asia,Debit Card
10448,2025-08-05,Electronics,Samsung Galaxy S23,1,1280.87,1280.87,Africa,Net Banking
10449,2026-03-06,Electronics,MacBook Air,3,95.57,286.71,South America,UPI
10450,2025-07-20,Sports,Cricket Bat,5,1408.67,7043.35,Asia,Debit Card
10451,2025-09-11,Sports,Football,5,118.32,591.6,Asia,Debit Card
10452,2025-09-28,Beauty Products,Moisturizer,4,434.95,1739.8,North America,Net Banking
10453,2025-12-10,Beauty Products,Face Wash,1,316.26,316.26,North America,Debit Card
10454,2025-07-03,Beauty Products,Lipstick,1,827.26,827.26,Europe,Net Banking
10455,2026-03-19,Clothing,Levi's Jeans,3,1924.8,5774.4,Asia,Debit Card
10456,2026-03-20,Electronics,MacBook Air,3,1495.83,4487.49,South America,Debit Card
10457,2025-05-05,Electronics,Sony Headphones,4,105.83,423.32,Africa,Credit Card
10458,2025-09-27,Clothing,Levi's Jeans,2,1898.99,3797.98,North America,UPI
10459,2026-03-06,Beauty Products,Shampoo,5,288.84,1444.2,Europe,Credit Card
10460,2025-09-04,Electronics,MacBook Air,1,65.68,65.68,North America,Credit Card
10461,2026-04-04,Books,Atomic Habits,1,64.5,64.5,Asia,Net Banking
10462,2026-03-09,Books,Deep Work,4,988.92,3955.68,Asia,Net Banking
10463,2026-01-08,Electronics,Samsung Galaxy S23,3,52.44,157.32,Europe,Net Banking
10464,2025-06-07,Home Appliances,Refrigerator,4,1352.37,5409.48,Africa,Credit Card
10465,2026-03-14,Clothing,Adidas Shoes,1,1487.96,1487.96,South America,PayPal
10466,2025-05-19,Beauty Products,Moisturizer,3,589.86,1769.58,Africa,Debit Card
10467,2025-06-28,Home Appliances,Microwave,4,863.76,3455.04,South America,PayPal
10468,2025-05-08,Beauty Products,Perfume,5,1036.2,5181.0,Europe,Net Banking
10469,2025-11-06,Clothing,Adidas Shoes,5,213.87,1069.35,Asia,UPI
10470,2025-08-19,Beauty Products,Lipstick,5,299.44,1497.2,Europe,Debit Card
10471,2026-03-14,Beauty Products,Shampoo,1,1041.99,1041.99,Asia,Debit Card
10472,2026-02-14,Sports,Football,4,1836.22,7344.88,South America,Credit Card
10473,2025-09-07,Clothing,Adidas Shoes,2,477.9,955.8,Europe,PayPal
10474,2025-11-19,Clothing,Jacket,3,290.23,870.69,Europe,Debit Card
10475,2025-11-21,Home Appliances,Washing Machine,2,1492.61,2985.22,Africa,PayPal
10476,2025-12-25,Sports,Basketball,3,1178.27,3534.81,South America,UPI
10477,2025-10-05,Beauty Products,Perfume,2,430.1,860.2,North America,Credit Card
10478,2025-04-19,Home Appliances,Washing Machine,2,1601.12,3202.24,Africa,UPI
10479,2025-10-18,Sports,Basketball,4,1308.53,5234.12,South America,Debit Card
10480,2026-01-04,Books,Rich Dad Poor Dad,1,1188.27,1188.27,North America,UPI
10481,2026-03-06,Beauty Products,Shampoo,4,414.91,1659.64,Africa,Net Banking
10482,2025-04-28,Clothing,Adidas Shoes,2,1038.63,2077.26,South America,Credit Card
10483,2025-08-02,Home Appliances,Vacuum Cleaner,2,1873.7,3747.4,North America,PayPal
10484,2026-03-16,Sports,Cricket Bat,1,1789.34,1789.34,North America,PayPal
10485,2025-05-08,Books,Harry Potter,1,1082.76,1082.76,South America,Credit Card
10486,2025-11-23,Electronics,MacBook Air,3,644.31,1932.93,Europe,Debit Card
10487,2026-03-21,Books,Rich Dad Poor Dad,4,1970.86,7883.44,Europe,UPI
10488,2026-02-16,Books,Harry Potter,3,132.74,398.22,Europe,Net Banking
10489,2025-09-29,Electronics,MacBook Air,2,574.49,1148.98,South America,PayPal
10490,2025-12-18,Home Appliances,Microwave,4,1466.76,5867.04,South America,Credit Card
10491,2025-07-27,Books,Deep Work,5,1997.41,9987.05,North America,Credit Card
10492,2025-10-19,Home Appliances,Air Purifier,3,440.65,1321.95,Europe,Net Banking
10493,2025-12-15,Books,The Alchemist,4,1362.76,5451.04,Asia,Net Banking
10494,2025-06-21,Electronics,iPhone 14,4,1077.86,4311.44,Africa,Credit Card
10495,2025-11-08,Clothing,Sweater,2,1375.49,2750.98,Africa,UPI
10496,2025-10-31,Beauty Products,Face Wash,3,980.83,2942.49,Africa,Net Banking
10497,2026-01-23,Electronics,Samsung Galaxy S23,5,179.95,899.75,Asia,Net Banking
10498,2026-04-06,Books,The Alchemist,5,247.4,1237.0,Asia,Net Banking
10499,2025-10-04,Beauty Products,Lipstick,2,1035.8,2071.6,South America,Debit Card
10500,2026-01-10,Clothing,Nike T-shirt,1,609.69,609.69,Asia,PayPal
10501,2025-06-01,Sports,Cricket Bat,5,1353.48,6767.4,Asia,Debit Card
10502,2026-03-23,Electronics,Sony Headphones,3,782.25,2346.75,South America,PayPal
10503,2026-01-20,Electronics,Dell Laptop,1,1057.58,1057.58,Africa,PayPal
10504,2026-02-09,Clothing,Adidas Shoes,2,1695.63,3391.26,South America,Debit Card
10505,2025-08-02,Beauty Products,Face Wash,4,902.36,3609.44,Africa,PayPal
10506,2025-07-19,Books,The Alchemist,2,367.1,734.2,Asia,Net Banking
10507,2026-02-26,Sports,Cricket Bat,1,1766.23,1766.23,Europe,UPI
10508,2025-12-14,Beauty Products,Face Wash,2,1959.86,3919.72,South America,Net Banking
10509,2025-08-28,Beauty Products,Moisturizer,5,931.64,4658.2,Africa,UPI
10510,2025-06-05,Beauty Products,Face Wash,5,1559.82,7799.1,Africa,Debit Card
10511,2025-10-24,Clothing,Sweater,5,425.69,2128.45,South America,Net Banking
10512,2026-03-16,Electronics,iPhone 14,3,132.84,398.52,North America,Credit Card
10513,2025-05-05,Clothing,Levi's Jeans,5,858.07,4290.35,Africa,PayPal
10514,2025-09-16,Home Appliances,Air Purifier,1,472.56,472.56,North America,PayPal
10515,2026-02-09,Books,Deep Work,3,1524.04,4572.12,North America,Debit Card
10516,2026-03-13,Beauty Products,Lipstick,5,1792.2,8961.0,South America,Debit Card
10517,2025-06-05,Beauty Products,Moisturizer,5,1393.32,6966.6,Europe,PayPal
10518,2025-09-16,Books,Harry Potter,4,1485.78,5943.12,South America,UPI
10519,2026-04-07,Books,Atomic Habits,1,1450.55,1450.55,North America,Debit Card
10520,2025-06-12,Electronics,Sony Headphones,5,334.42,1672.1,Europe,PayPal
10521,2026-03-15,Electronics,MacBook Air,2,1057.15,2114.3,South America,Credit Card
10522,2025-08-07,Beauty Products,Moisturizer,5,381.59,1907.95,North America,UPI
10523,2025-04-27,Home Appliances,Microwave,2,1098.96,2197.92,South America,Credit Card
10524,2025-12-05,Beauty Products,Lipstick,1,152.13,152.13,Africa,Debit Card
10525,2025-12-27,Beauty Products,Lipstick,1,1852.66,1852.66,North America,Credit Card
10526,2026-03-14,Electronics,MacBook Air,5,1043.75,5218.75,North America,UPI
10527,2025-09-24,Home Appliances,Refrigerator,4,651.0,2604.0,South America,UPI
10528,2025-06-20,Books,Rich Dad Poor Dad,5,234.88,1174.4,North America,UPI
10529,2025-07-29,Sports,Basketball,3,669.81,2009.43,South America,UPI
10530,2026-03-29,Electronics,Sony Headphones,2,1893.82,3787.64,North America,Net Banking
10531,2025-12-24,Electronics,iPhone 14,5,224.11,1120.55,South America,Credit Card
10532,2026-01-14,Sports,Basketball,1,634.54,634.54,South America,Credit Card
10533,2026-03-14,Electronics,iPhone 14,1,1767.74,1767.74,Europe,Net Banking
10534,2025-09-04,Clothing,Adidas Shoes,4,1172.54,4690.16,Africa,Credit Card
10535,2026-03-19,Beauty Products,Shampoo,1,1009.55,1009.55,Europe,Credit Card
10536,2025-05-02,Beauty Products,Shampoo,3,369.15,1107.45,Europe,UPI
10537,2026-03-28,Sports,Tennis Racket,5,1701.33,8506.65,Europe,Net Banking
10538,2025-08-16,Electronics,Dell Laptop,5,372.89,1864.45,Asia,Net Banking
10539,2026-02-22,Sports,Yoga Mat,2,919.06,1838.12,South America,Credit Card
10540,2025-07-02,Sports,Tennis Racket,3,856.08,2568.24,South America,Net Banking
10541,2025-10-28,Electronics,Sony Headphones,1,759.82,759.82,South America,Debit Card
10542,2025-05-12,Books,The Alchemist,1,1704.01,1704.01,Europe,UPI
10543,2025-11-29,Beauty Products,Face Wash,1,122.9,122.9,Europe,Net Banking
10544,2026-01-27,Books,The Alchemist,5,216.54,1082.7,Europe,UPI
10545,2025-10-21,Beauty Products,Face Wash,4,1863.95,7455.8,Asia,Net Banking
10546,2026-01-03,Electronics,MacBook Air,3,1655.05,4965.15,Europe,Debit Card
10547,2026-01-01,Electronics,Dell Laptop,3,22.48,67.44,North America,Debit Card
10548,2026-04-04,Beauty Products,Moisturizer,5,1299.46,6497.3,Africa,Net Banking
10549,2025-04-23,Books,Rich Dad Poor Dad,3,1362.86,4088.58,South America,PayPal
10550,2025-06-05,Sports,Cricket Bat,5,971.17,4855.85,Asia,Net Banking
10551,2025-08-25,Electronics,Dell Laptop,3,1990.21,5970.63,Asia,Credit Card
10552,2026-01-03,Clothing,Nike T-shirt,5,1357.79,6788.95,Africa,Debit Card
10553,2025-06-28,Electronics,Samsung Galaxy S23,2,837.45,1674.9,Europe,Net Banking
10554,2026-01-23,Sports,Basketball,2,48.37,96.74,Africa,PayPal
10555,2026-04-03,Books,Deep Work,3,723.38,2170.14,South America,Debit Card
10556,2025-04-20,Electronics,iPhone 14,2,874.12,1748.24,Europe,UPI
10557,2025-04-19,Books,The Alchemist,3,1270.8,3812.4,South America,Debit Card
10558,2025-06-24,Books,The Alchemist,4,1773.61,7094.44,Europe,Net Banking
10559,2025-06-30,Beauty Products,Shampoo,1,1083.11,1083.11,North America,Net Banking
10560,2025-05-06,Home Appliances,Refrigerator,4,966.47,3865.88,North America,Debit Card
10561,2025-09-30,Electronics,MacBook Air,4,1618.74,6474.96,South America,PayPal
10562,2026-01-06,Beauty Products,Shampoo,3,565.85,1697.55,Africa,UPI
10563,2025-05-03,Sports,Football,3,22.85,68.55,Asia,Net Banking
10564,2025-05-11,Beauty Products,Perfume,1,863.37,863.37,North America,Debit Card
10565,2025-06-30,Clothing,Nike T-shirt,2,1570.81,3141.62,South America,UPI
10566,2026-01-04,Books,Harry Potter,1,1006.15,1006.15,South America,UPI
10567,2025-06-22,Electronics,Sony Headphones,4,132.88,531.52,Africa,UPI
10568,2025-04-24,Clothing,Adidas Shoes,3,1713.34,5140.02,North America,UPI
10569,2025-08-20,Sports,Cricket Bat,4,925.13,3700.52,Asia,UPI
10570,2026-03-15,Books,Harry Potter,5,1083.54,5417.7,Europe,PayPal
10571,2026-03-02,Clothing,Adidas Shoes,2,1388.13,2776.26,Africa,PayPal
10572,2026-03-21,Electronics,iPhone 14,1,729.61,729.61,North America,UPI
10573,2025-11-26,Beauty Products,Face Wash,1,668.5,668.5,North America,Debit Card
10574,2026-03-04,Clothing,Nike T-shirt,4,1318.08,5272.32,Asia,Net Banking
10575,2025-11-10,Sports,Cricket Bat,5,41.05,205.25,South America,UPI
10576,2025-06-24,Beauty Products,Face Wash,5,783.15,3915.75,North America,PayPal
10577,2025-06-12,Beauty Products,Face Wash,5,754.76,3773.8,Europe,Credit Card
10578,2025-07-17,Beauty Products,Shampoo,5,48.59,242.95,Asia,PayPal
10579,2025-06-18,Sports,Cricket Bat,4,362.89,1451.56,Europe,Credit Card
10580,2026-02-20,Home Appliances,Washing Machine,3,1523.21,4569.63,North America,PayPal
10581,2025-09-27,Beauty Products,Moisturizer,2,353.99,707.98,Europe,Credit Card
10582,2026-01-10,Home Appliances,Washing Machine,5,1091.84,5459.2,Africa,Credit Card
10583,2026-01-07,Electronics,Dell Laptop,1,1191.62,1191.62,North America,UPI
10584,2025-11-11,Clothing,Adidas Shoes,1,504.86,504.86,Africa,Credit Card
10585,2025-10-11,Books,Atomic Habits,1,1201.8,1201.8,Europe,Debit Card
10586,2026-01-10,Clothing,Adidas Shoes,4,932.73,3730.92,South America,Debit Card
10587,2026-01-26,Beauty Products,Perfume,1,328.64,328.64,South America,Credit Card
10588,2026-03-24,Electronics,Sony Headphones,4,1193.56,4774.24,North America,UPI
10589,2025-12-26,Sports,Basketball,5,1932.53,9662.65,Asia,PayPal
10590,2025-12-30,Electronics,Sony Headphones,3,1229.85,3689.55,Asia,Debit Card
10591,2025-06-04,Beauty Products,Face Wash,1,960.87,960.87,Africa,Credit Card
10592,2026-01-09,Sports,Cricket Bat,3,1587.09,4761.27,Europe,Net Banking
10593,2025-08-13,Sports,Cricket Bat,1,1869.34,1869.34,South America,PayPal
10594,2025-09-20,Home Appliances,Air Purifier,5,873.91,4369.55,Asia,Debit Card
10595,2026-02-10,Electronics,Sony Headphones,4,1067.57,4270.28,Africa,PayPal
10596,2025-04-18,Electronics,Sony Headphones,1,1052.07,1052.07,Europe,UPI
10597,2026-01-21,Home Appliances,Vacuum Cleaner,5,149.45,747.25,Asia,PayPal
10598,2025-06-25,Clothing,Adidas Shoes,1,431.68,431.68,South America,Debit Card
10599,2025-09-15,Home Appliances,Refrigerator,5,936.48,4682.4,South America,Debit Card
10600,2025-06-19,Electronics,MacBook Air,3,1141.78,3425.34,Asia,Net Banking
10601,2025-05-20,Home Appliances,Vacuum Cleaner,3,1590.11,4770.33,Europe,Credit Card
10602,2026-02-11,Sports,Tennis Racket,4,724.84,2899.36,Africa,Debit Card
10603,2026-02-11,Electronics,Sony Headphones,3,467.91,1403.73,North America,PayPal
10604,2025-07-04,Clothing,Nike T-shirt,2,1113.02,2226.04,Europe,UPI
10605,2025-10-10,Books,The Alchemist,4,257.77,1031.08,Africa,Debit Card
10606,2025-05-03,Clothing,Levi's Jeans,1,1679.5,1679.5,North America,PayPal
10607,2025-07-04,Books,Rich Dad Poor Dad,5,960.08,4800.4,South America,PayPal
10608,2025-08-02,Beauty Products,Moisturizer,3,1639.08,4917.24,Europe,Net Banking
10609,2026-03-15,Sports,Basketball,4,267.14,1068.56,Asia,Net Banking
10610,2025-05-01,Books,Deep Work,5,231.69,1158.45,North America,Net Banking
10611,2025-04-26,Sports,Basketball,4,1308.74,5234.96,North America,Net Banking
10612,2025-05-25,Electronics,iPhone 14,3,762.39,2287.17,North America,Credit Card
10613,2025-05-28,Sports,Basketball,2,365.17,730.34,Africa,UPI
10614,2025-05-05,Home Appliances,Washing Machine,5,1287.33,6436.65,Asia,UPI
10615,2025-09-27,Beauty Products,Lipstick,3,364.56,1093.68,Africa,Credit Card
10616,2025-06-08,Home Appliances,Microwave,3,1252.01,3756.03,North America,Credit Card
10617,2025-12-10,Clothing,Adidas Shoes,5,1887.01,9435.05,Europe,PayPal
10618,2025-12-22,Clothing,Levi's Jeans,3,674.47,2023.41,Africa,PayPal
10619,2025-11-22,Sports,Tennis Racket,2,283.11,566.22,Asia,UPI
10620,2025-09-02,Books,Harry Potter,4,1870.43,7481.72,Africa,PayPal
10621,2025-07-08,Sports,Cricket Bat,2,1846.2,3692.4,Africa,UPI
10622,2025-09-16,Books,Harry Potter,2,1495.72,2991.44,Asia,Net Banking
10623,2025-12-23,Electronics,Samsung Galaxy S23,1,244.57,244.57,Africa,UPI
10624,2025-06-27,Clothing,Adidas Shoes,1,551.99,551.99,Europe,Debit Card
10625,2025-12-06,Electronics,Dell Laptop,5,1853.35,9266.75,North America,Debit Card
10626,2025-07-11,Sports,Tennis Racket,4,1791.15,7164.6,Asia,Credit Card
10627,2025-06-18,Beauty Products,Moisturizer,1,368.32,368.32,Europe,PayPal
10628,2025-05-09,Beauty Products,Perfume,5,819.92,4099.6,Africa,Credit Card
10629,2025-08-29,Sports,Tennis Racket,1,295.24,295.24,Europe,Debit Card
10630,2025-05-28,Beauty Products,Face Wash,3,1245.35,3736.05,Africa,Debit Card
10631,2026-03-13,Sports,Football,1,1920.02,1920.02,South America,Credit Card
10632,2025-07-21,Clothing,Adidas Shoes,1,263.98,263.98,Asia,UPI
10633,2025-08-29,Electronics,Dell Laptop,4,1886.0,7544.0,Europe,Debit Card
10634,2025-10-11,Electronics,Dell Laptop,4,1964.4,7857.6,Asia,Net Banking
10635,2025-12-16,Clothing,Sweater,5,1527.17,7635.85,Africa,Net Banking
10636,2025-11-05,Books,Harry Potter,2,1365.76,2731.52,South America,PayPal
10637,2025-09-27,Books,Harry Potter,5,453.67,2268.35,North America,UPI
10638,2025-04-29,Beauty Products,Face Wash,2,1530.22,3060.44,Africa,PayPal
10639,2026-02-26,Clothing,Adidas Shoes,2,809.67,1619.34,South America,Credit Card
10640,2025-08-27,Sports,Tennis Racket,5,654.16,3270.8,Africa,Net Banking
10641,2025-10-06,Beauty Products,Face Wash,1,420.93,420.93,South America,PayPal
10642,2025-06-14,Electronics,MacBook Air,5,29.39,146.95,North America,Net Banking
10643,2025-10-09,Home Appliances,Vacuum Cleaner,5,141.81,709.05,South America,Net Banking
10644,2025-09-05,Home Appliances,Microwave,3,1628.2,4884.6,Africa,PayPal
10645,2025-11-02,Clothing,Adidas Shoes,2,1419.84,2839.68,Africa,Net Banking
10646,2025-08-01,Electronics,MacBook Air,1,681.14,681.14,North America,Debit Card
10647,2025-09-05,Home Appliances,Refrigerator,3,1541.0,4623.0,South America,Debit Card
10648,2025-06-30,Beauty Products,Perfume,3,746.42,2239.26,Asia,Credit Card
10649,2025-05-03,Books,The Alchemist,4,54.36,217.44,Europe,UPI
10650,2026-02-20,Beauty Products,Perfume,4,259.02,1036.08,Africa,UPI
